,Unnamed: 0,code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,vol_mean,day_count,vol_up,vol_down,vol_sum
434,434,600620,天宸股份,综合类,上海,0.0,68667.71,68667.71,452742.81,45203.78,1990.8,587.96,0.01,-0.007,5.23,2.41,19921117,3.14930590874,170.0,82.0,85.0,60.6719428372
2540,2540,2190,成飞集成,汽车配件,四川,131.96,34518.83,34518.83,697087.88,433808.34,132135.77,97584.71,2.83,0.149,4.97,7.9,20071203,3.14894140214,189.0,87.0,101.0,3.86266850677
233,233,300112,万讯自控,电器仪表,深圳,1058.55,13250.53,26658.82,89325.56,34853.44,23621.57,31842.84,1.19,0.004,2.62,5.81,20100827,3.14835581178,220.0,102.0,116.0,47.8369240672
2579,2579,563,陕国投Ａ,多元金融,陕西,36.72,242933.45,309049.19,818928.19,0.0,8093.1,428937.66,1.39,0.047,2.43,2.83,19940110,3.14791309083,244.0,113.0,124.0,79.3650968905
411,411,300031,宝通科技,橡胶,江苏,112.46,22387.65,39676.78,252496.55,86910.38,29562.86,109145.7,2.75,0.052,6.12,3.84,20091225,3.14782330955,187.0,88.0,98.0,26.1310927434
1655,1655,2455,百川股份,化工原料,江苏,71.11,29870.09,47412.0,179211.27,73253.11,88766.99,4024.8,0.08,0.065,1.68,5.48,20100803,3.1467006679,243.0,113.0,129.0,10.6609986178
2739,2739,603989,艾华集团,元器件,湖南,39.0,7500.0,30000.0,198812.52,141064.91,48879.05,92728.82,3.09,0.445,5.5,6.31,20150515,3.1445445515,244.0,114.0,130.0,33.2525409275
709,709,2665,首航节能,电气设备,北京,412.16,154063.52,197112.98,448193.31,257106.13,45771.12,130618.4,0.66,0.006,1.4,6.94,20120327,3.14386058986,222.0,104.0,111.0,160.063865613
2636,2636,600378,天科股份,化工原料,四川,200.09,29719.33,29719.33,96651.49,66412.42,28475.55,15308.55,0.52,0.04,2.46,6.57,20010111,3.14015111026,231.0,105.0,124.0,46.0585288922
903,903,2181,粤 传 媒,出版业,广东,0.0,114086.52,116105.82,446267.41,227660.16,70616.93,127805.17,1.1,-0.044,3.3,2.55,20071116,3.1379602788,237.0,109.0,124.0,20.863262363
1781,1781,600389,江山股份,农药化肥,江苏,149.76,29700.0,29700.0,412832.63,203940.27,163436.52,21455.31,0.72,0.024,4.37,3.32,20010110,3.13753376868,161.0,75.0,84.0,23.1095915477
2096,2096,2296,辉煌科技,通信设备,河南,218.7,31620.47,37665.64,214319.59,148553.13,6471.31,63554.63,1.69,0.019,3.84,4.4,20090929,3.13632449611,239.0,106.0,130.0,1.271884858
2015,2015,601015,陕西黑猫,焦炭加工,陕西,100.56,44400.0,93000.0,936546.38,365339.25,359863.22,91719.95,0.99,0.04,2.71,2.97,20141105,3.13595382459,241.0,112.0,123.0,41.2322461302
519,519,2583,海能达,通信设备,深圳,0.0,84012.63,153769.94,448875.34,266730.0,101870.56,7198.35,0.05,-0.046,1.44,8.51,20110527,3.13576811165,244.0,112.0,124.0,86.4836560337
175,175,600135,乐凯胶片,化工原料,河北,111.27,36834.3,37299.17,196576.66,134733.0,24181.01,89991.36,2.41,0.039,4.36,3.94,19980122,3.13514340949,244.0,95.0,144.0,6.35103202607
557,557,558,莱茵体育,文教休闲,浙江,203.57,76455.92,85948.27,260624.55,181246.38,26060.09,51013.51,0.59,0.019,1.51,10.41,19940509,3.13381926551,244.0,107.0,136.0,39.0443878105
2228,2228,2126,银轮股份,汽车配件,浙江,28.22,60161.89,72108.0,419562.16,222572.05,87160.53,81140.88,1.13,0.078,2.9,3.03,20070418,3.1335021834,216.0,93.0,120.0,80.5535505697
1765,1765,2506,协鑫集成,半导体,上海,80.41,220824.09,504640.0,1574467.25,1364686.13,89380.96,203992.75,0.4,0.02,0.73,8.95,20101118,3.13166943113,234.0,119.0,110.0,44.2035403377
284,284,600432,*ST吉恩,小金属,吉林,0.0,81112.15,160372.39,1769447.75,615683.31,896239.38,625205.69,3.9,-0.122,3.15,2.44,20030905,3.1313628416,169.0,91.0,77.0,50.4967856314
1953,1953,2361,神剑股份,化工原料,安徽,54.99,54624.55,86259.56,236342.47,151361.02,40364.12,91592.24,1.06,0.033,2.03,3.61,20100303,3.12924635797,241.0,107.0,132.0,111.38464982
1310,1310,2465,海格通信,通信设备,广东,248.07,183693.81,214575.17,986871.69,629769.44,119089.47,260368.95,1.21,0.013,3.03,4.1,20100831,3.12800675935,162.0,81.0,80.0,116.572635962
2436,2436,2258,利尔化学,农药化肥,四川,26.89,52406.76,52437.3,290333.25,120332.67,125647.9,81014.02,1.54,0.187,3.67,2.74,20080708,3.12779925361,238.0,110.0,125.0,112.295288564
2608,2608,600654,中安消,软件服务,上海,121.45,75504.31,128302.1,611667.63,340066.16,38170.7,116433.8,0.91,0.043,2.31,9.1,19901219,3.12716350628,72.0,40.0,31.0,46.8635656132
2792,2792,603021,山东华鹏,玻璃,山东,156.0,6396.0,12305.7,199865.8,57879.71,50159.68,21045.59,1.71,0.072,6.82,6.61,20150423,3.12623714491,234.0,110.0,122.0,28.7549615361
750,750,2753,永东股份,化工原料,山西,100.92,5692.5,14805.0,103226.55,60562.17,34742.55,38948.06,2.63,0.071,5.85,4.88,20150519,3.1228960484,244.0,106.0,136.0,27.0171927266
675,675,300170,汉得信息,软件服务,上海,69.22,64320.37,83537.46,216350.47,162558.98,30030.78,44422.23,0.53,0.05,2.19,6.32,20110201,3.12244064575,241.0,119.0,118.0,26.4101067771
1530,1530,300167,迪威视讯,通信设备,深圳,0.0,30020.25,30024.0,114823.45,68040.43,4122.7,29839.55,0.99,-0.043,2.28,6.5,20110125,3.12038691948,244.0,113.0,130.0,24.8084571444
1157,1157,600522,中天科技,通信设备,江苏,26.37,215691.88,261077.09,1659055.63,1137150.63,331040.34,502504.84,1.92,0.121,4.03,3.16,20021024,3.11854927262,228.0,102.0,122.0,100.40149314
1391,1391,524,岭南控股,酒店餐饮,广东,134.96,26967.16,26967.38,82110.27,14362.35,33623.4,20164.96,0.75,0.024,2.25,5.81,19931118,3.1131870982,141.0,62.0,79.0,21.8946794388
2431,2431,603939,益丰药房,医药商业,湖南,59.25,15600.79,36269.46,246277.41,170421.66,27274.73,72311.3,1.99,0.144,4.57,7.47,20150217,3.11308147369,244.0,120.0,119.0,74.081991429
1257,1257,300120,经纬电材,电气设备,天津,884.51,16474.77,20454.59,80214.53,37315.8,37454.03,30490.3,1.49,0.004,2.91,4.9,20100917,3.1094385123,208.0,86.0,116.0,3.60606743527
1306,1306,2513,*ST蓝丰,农药化肥,江苏,37.97,21312.0,34008.62,414479.94,119381.7,166270.0,181164.13,5.33,0.094,7.17,1.98,20101203,3.10839016658,215.0,95.0,119.0,0.326164757408
1261,1261,300080,易成新能,半导体,河南,420.88,50167.05,50280.39,556307.94,350877.44,128094.07,243110.0,4.84,0.005,6.41,1.21,20100625,3.10772193887,152.0,65.0,86.0,20.2704011816
2856,2856,300261,雅本化学,农药化肥,江苏,250.65,47158.94,53697.44,187092.94,74219.06,79435.05,26101.53,0.49,0.023,1.88,6.19,20110906,3.10649188105,184.0,92.0,89.0,15.8281819947
1587,1587,2340,格林美,小金属,深圳,86.63,233297.2,291086.97,1693759.75,808474.56,358873.84,427440.81,1.47,0.023,2.26,3.47,20100122,3.10448075384,239.0,116.0,120.0,65.234300478
1667,1667,2439,启明星辰,软件服务,北京,0.0,55186.58,86894.22,288683.13,184910.38,16962.39,45224.3,0.52,-0.006,2.29,9.99,20100623,3.10440473788,180.0,82.0,94.0,1.73897138273
2226,2226,2363,隆基机械,汽车配件,山东,50.56,38556.55,38587.35,251931.47,143245.75,86282.8,108003.26,2.8,0.07,4.74,2.69,20100305,3.10269872234,238.0,114.0,122.0,30.1308747082
1496,1496,603111,康尼机电,运输设备,江苏,46.95,37880.0,73838.32,241574.47,198815.88,30827.98,47836.43,0.65,0.067,1.62,7.79,20140801,3.10184049469,228.0,113.0,112.0,161.233501977
2560,2560,603558,健盛集团,纺织,浙江,45.61,7500.0,37050.0,213785.22,123142.07,52352.75,108168.27,2.92,0.23,4.85,3.85,20150127,3.09957338517,244.0,112.0,129.0,111.948405579
1274,1274,2756,永兴特钢,特种钢,浙江,31.74,13785.75,36000.0,323902.06,220091.05,50678.4,82600.57,2.29,0.368,8.22,2.84,20150515,3.09724020459,235.0,102.0,131.0,75.0520396381
752,752,628,高新发展,园区开发,四川,434.39,18797.88,31148.0,398201.13,324359.38,10211.87,72843.1,2.34,0.008,2.25,5.89,19961118,3.09426901882,244.0,103.0,138.0,3.82942537983
1083,1083,410,沈阳机床,机床制造,辽宁,0.0,73982.52,76547.09,2438926.5,2053888.38,194042.52,124626.11,1.63,-0.163,2.53,6.3,19960718,3.09355174718,239.0,120.0,117.0,35.2716409157
200,200,600693,东百集团,百货,福建,67.23,68483.45,89822.9,552580.0,439543.69,32521.15,57653.63,0.64,0.025,2.04,3.32,19931122,3.09302284421,234.0,114.0,116.0,39.1432555244
1578,1578,600891,秋林集团,百货,黑龙江,18.97,32413.49,61758.57,384599.47,344404.06,21167.98,150007.92,2.43,0.158,4.61,2.61,19960325,3.09172899751,244.0,118.0,124.0,15.7829159622
80,80,2162,悦心健康,医疗保健,上海,0.0,81510.0,85215.0,212230.05,71250.21,62858.63,25491.2,0.3,-0.018,0.94,7.74,20070823,3.091170973,244.0,113.0,127.0,30.0430343104
818,818,300140,启源装备,电气设备,陕西,0.0,24196.51,24400.0,115794.8,65951.4,26174.42,37564.4,1.54,-0.006,3.15,6.18,20101112,3.08982253006,238.0,110.0,127.0,21.6158661195
131,131,2482,广田集团,装修装饰,深圳,72.12,130959.0,155121.95,1358487.38,1201186.0,42413.71,331996.66,2.14,0.029,3.76,2.26,20100929,3.08976992189,242.0,110.0,129.0,145.711580964
1344,1344,2057,中钢天源,元器件,安徽,598.08,19938.16,19938.16,58629.86,32563.86,18389.8,22453.2,1.13,0.006,2.57,5.85,20060802,3.08848209676,144.0,64.0,76.0,15.5634896945
2731,2731,917,电广传媒,影视音像,湖南,50.6,106195.7,141755.64,1996425.25,659131.31,592276.69,613049.75,4.32,0.09,7.45,2.45,19990325,3.08844447984,153.0,71.0,80.0,93.8037948946
2157,2157,2714,牧原股份,农业综合,河南,13.04,30705.0,103374.63,927299.81,257662.45,395629.84,145615.88,1.41,1.037,4.44,6.09,20140128,3.08809292213,234.0,103.0,130.0,102.633623793
798,798,600279,重庆港九,港口,重庆,69.5,69295.85,69295.85,746159.69,174121.09,367545.88,233895.34,3.38,0.028,4.65,1.67,20000731,3.08734487936,244.0,113.0,125.0,35.61111833
356,356,2469,三维工程,建筑施工,山东,122.16,42321.89,50326.28,152662.63,131445.77,12591.46,15171.95,0.3,0.041,2.36,4.23,20100908,3.0828446781,165.0,69.0,95.0,48.4871022563
1164,1164,600438,通威股份,饲料,四川,0.0,163421.92,246113.17,1133112.75,320829.47,537322.75,220716.47,0.9,-0.003,2.09,3.03,20040302,3.08217552946,171.0,79.0,89.0,87.4780126058
100,100,600581,*ST八钢,普钢,新疆,0.0,76644.89,76644.89,1801010.38,238583.66,1462876.25,104487.18,1.36,-0.584,-1.76,-2.83,20020816,3.08040553065,142.0,65.0,73.0,54.8584392083
115,115,564,西安民生,百货,陕西,88.98,43601.0,75292.63,932499.31,450763.41,284307.16,106185.25,1.41,0.031,3.12,3.52,19940110,3.07444553321,239.0,114.0,121.0,3.86715483414
1382,1382,582,北部湾港,港口,广西,41.46,26395.51,95404.57,1228492.5,216858.05,790232.44,277389.38,2.91,0.098,6.34,2.57,19951102,3.07304194901,116.0,52.0,63.0,3.4512719625
151,151,758,中色股份,铅锌,北京,75.98,196913.45,196937.84,2355274.75,1602407.25,303058.06,190689.59,0.97,0.033,2.42,4.17,19970416,3.07133394848,244.0,107.0,132.0,85.098993275
976,976,300032,金龙机电,元器件,浙江,43.06,58037.51,81406.14,405259.56,225739.97,74609.2,98749.55,1.21,0.105,3.3,5.47,20091225,3.06953187917,228.0,108.0,117.0,55.5407488294
573,573,2276,万马股份,电气设备,浙江,164.55,92251.71,93928.54,482548.31,368821.91,62890.7,78995.68,0.84,0.029,3.16,6.03,20090710,3.06938948048,244.0,104.0,139.0,10.5743399423
2375,2375,300034,钢研高纳,小金属,北京,107.29,41759.73,41838.51,163116.63,100344.65,46198.18,41574.81,0.99,0.05,2.94,7.29,20091225,3.06913933064,244.0,108.0,136.0,2.00264043663
1035,1035,688,建新矿业,铅锌,重庆,249.66,113721.43,113729.92,185369.69,53523.48,69809.18,18883.17,0.17,0.009,1.32,6.7,19970120,3.06760774608,160.0,76.0,82.0,68.1569489013
1544,1544,2176,江特电机,电气设备,江西,136.84,115012.21,146918.2,945798.19,412268.34,131411.0,278797.59,1.9,0.025,3.15,4.34,20071012,3.06301065156,196.0,96.0,98.0,12.9903873022
1586,1586,2158,汉钟精机,工程机械,上海,65.19,52963.01,53038.1,225537.77,176813.38,27584.43,96758.88,1.82,0.045,3.51,3.37,20070817,3.06222128124,244.0,110.0,129.0,66.174642104
2145,2145,2493,荣盛石化,化纤,浙江,23.23,203814.84,254400.0,4473401.5,1790075.63,1785094.25,497622.09,1.96,0.286,4.51,2.95,20101102,3.0578321833,244.0,113.0,128.0,72.8455277548
1271,1271,300024,机器人,专用机械,辽宁,178.13,139442.25,156023.95,657642.94,523785.31,47329.01,321768.75,2.06,0.035,3.38,7.31,20091030,3.05545144631,244.0,122.0,120.0,136.192007372
483,483,600630,龙头股份,纺织,上海,87.6,42486.16,42486.16,229753.72,177674.25,32448.39,93279.71,2.2,0.053,4.04,4.59,19930209,3.05511485218,244.0,112.0,127.0,11.3762029756
2782,2782,600468,百利电气,电气设备,天津,194.65,45619.19,54074.23,256005.5,180561.22,28383.09,102062.46,1.89,0.019,3.17,4.58,20010615,3.05510431378,174.0,79.0,93.0,13.9120194481
771,771,62,深圳华强,商贸代理,深圳,73.14,66694.96,72131.67,597309.19,280717.0,34697.81,96776.31,1.34,0.179,5.08,5.16,19970130,3.05503975654,242.0,110.0,131.0,39.5098206453
1139,1139,600671,天目药业,中成药,浙江,0.0,12172.04,12177.88,30207.16,12181.32,9899.55,5093.78,0.42,-0.041,0.43,69.92,19930823,3.05334268071,141.0,69.0,71.0,2.96071148436
1020,1020,2295,精艺股份,铜,广东,0.0,18247.9,25160.0,122400.26,87612.52,20519.52,60898.88,2.42,-0.017,4.18,3.82,20090929,3.0514383088,244.0,114.0,127.0,36.2816819792
1147,1147,600634,中技控股,其他建材,上海,2542.08,39797.87,57573.21,601426.13,279027.41,78737.15,112269.46,1.95,0.001,4.33,3.31,19930304,3.05019762643,172.0,79.0,91.0,99.6640622858
1156,1156,600540,新赛股份,种植业,新疆,0.0,46312.32,47092.32,277993.03,121661.45,75050.53,80475.07,1.71,-0.014,2.3,3.39,20040107,3.04984512639,184.0,82.0,94.0,21.2658870807
296,296,2680,长生生物,生物制药,江苏,77.06,12597.0,96939.03,373599.78,306069.5,42905.65,98388.65,1.01,0.132,3.37,6.04,20120605,3.0470416441,239.0,110.0,125.0,78.0277642446
2502,2502,600515,海航基础,百货,海南,2012.41,42277.41,267207.13,408590.59,139584.81,135146.7,55741.23,0.21,0.02,2.1,6.36,20020806,3.04668045342,165.0,84.0,79.0,45.332253584
2240,2240,300406,九强生物,生物制药,北京,46.8,20532.66,49989.17,131874.0,119089.0,6203.12,26783.3,0.54,0.128,2.48,9.66,20141030,3.0462228999,244.0,115.0,127.0,68.5424453277
340,340,2093,国脉科技,电信运营,福建,77.22,85287.47,86500.0,287527.19,150105.61,54567.5,1211.47,0.01,0.038,1.59,7.46,20061215,3.04276514482,244.0,113.0,128.0,13.3605136361
1565,1565,603223,恒通股份,公路,山东,86.04,7900.0,12000.0,89909.35,32671.1,37584.39,28106.4,2.34,0.097,4.97,6.72,20150630,3.04247205122,244.0,103.0,140.0,11.9426686618
2508,2508,2509,天广中茂,专用机械,福建,67.28,63244.62,155780.8,509123.91,261492.16,54825.32,286522.09,1.84,0.041,2.67,4.17,20101123,3.04172978185,238.0,111.0,121.0,68.2026786875
643,643,584,友利控股,化纤,江苏,0.0,61128.78,61332.42,286247.44,193805.56,81640.15,67523.8,1.1,-0.041,3.1,3.35,19951128,3.03725347983,239.0,96.0,138.0,13.9114324233
1236,1236,300283,温州宏丰,电气设备,浙江,232.44,20316.59,41436.14,83297.38,46621.51,26370.0,15193.09,0.37,0.01,1.32,6.95,20120110,3.03624749686,215.0,84.0,129.0,9.79115111696
548,548,2076,雪 莱 特,家用电器,广东,309.43,20938.81,36709.98,140247.0,80371.65,27659.0,51206.4,1.39,0.014,2.7,6.52,20061025,3.03529769674,216.0,91.0,119.0,8.27889579759
2029,2029,600652,游久游戏,互联网,上海,260.03,64379.35,83270.35,252087.25,58881.76,3161.57,89066.07,1.07,0.028,2.52,5.77,19901219,3.03065261136,192.0,101.0,91.0,101.642983176
1104,1104,603567,珍宝岛,中成药,黑龙江,69.62,12916.0,84916.0,591885.0,419713.81,115468.4,164974.02,1.94,0.079,4.79,4.59,20150424,3.03034701275,229.0,106.0,121.0,110.34494438
579,579,2699,美盛文化,服饰,浙江,292.29,35947.76,44600.0,143604.77,75109.63,29525.09,38478.37,0.86,0.031,2.63,13.77,20120911,3.02965132161,205.0,99.0,105.0,22.1319678435
2372,2372,300319,麦捷科技,元器件,深圳,79.43,7076.16,21187.48,208088.52,106452.05,28420.5,82087.49,3.87,0.091,5.78,5.02,20120523,3.02799993639,198.0,87.0,110.0,7.02444994284
95,95,600836,界龙实业,广告包装,上海,828.52,65302.41,66275.29,340709.94,258644.45,59597.5,43158.46,0.65,0.003,1.33,8.27,19940224,3.02733992292,240.0,113.0,125.0,120.906982126
1090,1090,2518,科士达,电器仪表,深圳,50.41,42302.28,44540.19,244391.52,179748.3,43024.53,73532.25,1.65,0.11,4.02,5.5,20101207,3.0272905112,244.0,106.0,133.0,7.30430070803
1037,1037,2512,达华智能,元器件,广东,838.9,41914.76,109538.6,523115.09,268157.56,50787.71,110391.57,1.01,0.005,2.41,7.49,20101203,3.02574293328,180.0,90.0,84.0,111.30892598
807,807,600313,农发种业,种植业,北京,442.96,91821.81,108219.86,394901.06,230459.05,72879.61,112251.22,1.04,0.003,1.61,3.34,20010119,3.02475119424,244.0,106.0,133.0,144.865739983
790,790,2268,卫 士 通,软件服务,四川,0.0,34438.1,43252.33,244938.84,156251.48,26501.76,29386.5,0.68,-0.099,3.07,10.75,20080811,3.02455042671,244.0,123.0,121.0,35.1903100106
2482,2482,300004,南风股份,电气设备,广东,144.01,32933.58,50921.89,364778.44,126914.42,73064.97,214456.84,4.21,0.033,5.98,3.16,20091030,3.0239603469,244.0,113.0,130.0,1.8931902983
2058,2058,603369,今世缘,白酒,江苏,14.3,68075.0,125450.0,562662.31,437594.25,70039.46,99361.4,0.79,0.244,3.46,4.04,20140703,3.02367157019,244.0,107.0,135.0,138.214140533
660,660,300086,康芝药业,化学制药,海南,71.37,43377.76,45000.0,216210.84,148127.27,31425.27,111650.52,2.48,0.041,3.95,2.95,20100526,3.0204113124,244.0,115.0,124.0,47.3792198469
1931,1931,600701,*ST工新,综合类,黑龙江,1229.24,49878.19,49878.19,307406.63,19868.31,103020.59,10693.28,0.21,0.003,1.78,7.79,19960528,3.01991755532,238.0,104.0,131.0,1.83834868354
1636,1636,300244,迪安诊断,医疗保健,浙江,66.55,33083.23,55102.94,408489.81,206008.84,22161.32,85989.02,1.56,0.246,3.61,9.07,20110719,3.01980408131,236.0,107.0,129.0,83.9806028836
2202,2202,300149,量子高科,食品,广东,123.68,42210.0,42210.0,76439.67,47597.25,14509.95,8031.21,0.19,0.035,1.76,9.89,20101222,3.01792706858,148.0,70.0,77.0,22.7132518905
414,414,2368,太极股份,软件服务,北京,209.65,36265.37,41559.71,510579.81,339098.03,7649.56,96196.78,2.31,0.04,5.21,6.4,20100312,3.0174395784,164.0,87.0,76.0,85.7232142753
1448,1448,700,模塑科技,汽车配件,江苏,26.0,69738.38,71720.78,458383.94,156535.45,142521.48,55043.96,0.77,0.097,3.42,2.93,19970228,3.01659554478,244.0,120.0,123.0,88.0015958496
81,81,600838,上海九百,百货,上海,104.19,40088.19,40088.19,147820.8,13423.85,12658.82,18368.57,0.46,0.045,2.99,6.22,19940224,3.01414092004,244.0,109.0,132.0,5.11553572297
2530,2530,2240,威华股份,家居用品,广东,0.0,34989.03,49070.39,238413.16,86499.31,134508.66,95303.06,1.94,-0.071,2.75,4.16,20080523,3.01345368207,169.0,84.0,83.0,29.356729959
2056,2056,2226,江南化工,化工原料,安徽,3030.83,79119.59,79127.89,420987.44,103930.46,89675.36,111376.57,1.41,0.001,3.53,2.53,20080506,3.01322948194,244.0,110.0,130.0,35.4627168012
741,741,151,中成股份,商贸代理,北京,58.26,26654.4,29598.0,265449.84,244071.17,3318.73,44202.65,1.49,0.082,3.52,5.4,20000906,3.0129913617,244.0,116.0,125.0,29.0399073007
1593,1593,801,四川九洲,通信设备,四川,187.41,102280.65,102280.65,505029.66,438371.91,41461.68,80724.6,0.79,0.015,2.19,5.23,19980506,3.01252726218,244.0,105.0,132.0,108.867499194
23,23,600898,三联商社,电器连锁,山东,240.92,25252.38,25252.38,64430.38,45792.55,11667.17,4507.93,0.18,0.03,1.43,10.19,19960418,3.01033218452,150.0,65.0,82.0,9.1488462466
